Manufacturer,PPU,TDP,Units,Sales,Date,Channel,SOM,Month,Year,Quarter,units_avg_y,units_avg_q,monthly_index,quarterly_index,Model_x,Model_y,BIMBO PPU,DIANA PPU,DINANT PPU,KELLOGGS PPU,OTHERS PPU,PEPSICO PPU,SEÑORIAL PPU,BIMBO TDP,DIANA TDP,DINANT TDP,KELLOGGS TDP,OTHERS TDP,PEPSICO TDP,SEÑORIAL TDP
DIANA,0.97,637.0,23267.46,22639.3,2022-02-01,TRADITIONAL,15.34,2.0,2022.0,1.0,24801.52,32709.27,0.94,0.71,,,3.31,0.97,1.2,6.64,0.73,1.56,1.0,61.0,637.0,419.0,46.0,340.0,1516.0,606.0
DINANT,1.2,419.0,12079.38,14516.06,2022-02-01,TRADITIONAL,9.84,2.0,2022.0,1.0,12183.04,11327.75,0.99,1.07,,,3.31,0.97,1.2,6.64,0.73,1.56,1.0,61.0,637.0,419.0,46.0,340.0,1516.0,606.0
KELLOGGS,6.64,46.0,270.82,1797.04,2022-02-01,TRADITIONAL,1.22,2.0,2022.0,1.0,285.15,260.27,0.95,1.04,,,3.31,0.97,1.2,6.64,0.73,1.56,1.0,61.0,637.0,419.0,46.0,340.0,1516.0,606.0
OTHERS,0.73,340.0,10227.81,7460.89,2022-02-01,TRADITIONAL,5.06,2.0,2022.0,1.0,8839.93,10559.28,1.16,0.97,,,3.31,0.97,1.2,6.64,0.73,1.56,1.0,61.0,637.0,419.0,46.0,340.0,1516.0,606.0
PEPSICO,1.56,1516.0,50606.69,78738.85,2022-02-01,TRADITIONAL,53.37,2.0,2022.0,1.0,53957.62,52075.63,0.94,0.97,,,3.31,0.97,1.2,6.64,0.73,1.56,1.0,61.0,637.0,419.0,46.0,340.0,1516.0,606.0
SEÑORIAL,1.0,606.0,18067.56,18011.89,2022-02-01,TRADITIONAL,12.21,2.0,2022.0,1.0,20785.91,21860.46,0.87,0.83,,,3.31,0.97,1.2,6.64,0.73,1.56,1.0,61.0,637.0,419.0,46.0,340.0,1516.0,606.0
BIMBO,7.91,361.0,239.46,1893.21,2022-03-01,OT,5.37,3.0,2022.0,1.0,221.3,108.72,1.08,2.2,,,7.91,6.55,8.49,12.18,13.74,10.3,5.89,361.0,1063.0,440.0,707.0,1526.0,2399.0,855.0
DIANA,6.55,1063.0,770.86,5050.65,2022-03-01,OT,14.32,3.0,2022.0,1.0,823.87,685.97,0.94,1.12,,,7.91,6.55,8.49,12.18,13.74,10.3,5.89,361.0,1063.0,440.0,707.0,1526.0,2399.0,855.0
DINANT,8.49,440.0,207.67,1762.21,2022-03-01,OT,5.0,3.0,2022.0,1.0,223.48,189.92,0.93,1.09,,,7.91,6.55,8.49,12.18,13.74,10.3,5.89,361.0,1063.0,440.0,707.0,1526.0,2399.0,855.0
KELLOGGS,12.18,707.0,294.72,3589.61,2022-03-01,OT,10.18,3.0,2022.0,1.0,311.71,298.92,0.95,0.99,,,7.91,6.55,8.49,12.18,13.74,10.3,5.89,361.0,1063.0,440.0,707.0,1526.0,2399.0,855.0
OTHERS,13.74,1526.0,489.73,6729.34,2022-03-01,OT,19.08,3.0,2022.0,1.0,527.19,529.09,0.93,0.93,,,7.91,6.55,8.49,12.18,13.74,10.3,5.89,361.0,1063.0,440.0,707.0,1526.0,2399.0,855.0
PEPSICO,10.3,2399.0,1257.62,12949.23,2022-03-01,OT,36.72,3.0,2022.0,1.0,1410.41,1336.08,0.89,0.94,,,7.91,6.55,8.49,12.18,13.74,10.3,5.89,361.0,1063.0,440.0,707.0,1526.0,2399.0,855.0
SEÑORIAL,5.89,855.0,559.25,3292.94,2022-03-01,OT,9.34,3.0,2022.0,1.0,556.4,874.62,1.01,0.64,,,7.91,6.55,8.49,12.18,13.74,10.3,5.89,361.0,1063.0,440.0,707.0,1526.0,2399.0,855.0
BIMBO,3.33,62.0,1290.36,4298.26,2022-03-01,TRADITIONAL,2.83,3.0,2022.0,1.0,1583.82,1045.75,0.81,1.23,,,3.33,0.96,1.2,6.56,0.74,1.51,1.0,62.0,612.0,414.0,49.0,326.0,1505.0,601.0
DIANA,0.96,612.0,23806.02,22764.21,2022-03-01,TRADITIONAL,14.96,3.0,2022.0,1.0,24801.52,32709.27,0.96,0.73,,,3.33,0.96,1.2,6.56,0.74,1.51,1.0,62.0,612.0,414.0,49.0,326.0,1505.0,601.0
DINANT,1.2,414.0,12436.42,14894.21,2022-03-01,TRADITIONAL,9.79,3.0,2022.0,1.0,12183.04,11327.75,1.02,1.1,,,3.33,0.96,1.2,6.56,0.74,1.51,1.0,62.0,612.0,414.0,49.0,326.0,1505.0,601.0
KELLOGGS,6.56,49.0,325.02,2132.86,2022-03-01,TRADITIONAL,1.4,3.0,2022.0,1.0,285.15,260.27,1.14,1.25,,,3.33,0.96,1.2,6.56,0.74,1.51,1.0,62.0,612.0,414.0,49.0,326.0,1505.0,601.0
OTHERS,0.74,326.0,10182.98,7575.97,2022-03-01,TRADITIONAL,4.98,3.0,2022.0,1.0,8839.93,10559.28,1.15,0.96,,,3.33,0.96,1.2,6.56,0.74,1.51,1.0,62.0,612.0,414.0,49.0,326.0,1505.0,601.0
PEPSICO,1.51,1505.0,54279.39,82028.96,2022-03-01,TRADITIONAL,53.91,3.0,2022.0,1.0,53957.62,52075.63,1.01,1.04,,,3.33,0.96,1.2,6.56,0.74,1.51,1.0,62.0,612.0,414.0,49.0,326.0,1505.0,601.0
SEÑORIAL,1.0,601.0,18414.46,18451.18,2022-03-01,TRADITIONAL,12.13,3.0,2022.0,1.0,20785.91,21860.46,0.89,0.84,,,3.33,0.96,1.2,6.56,0.74,1.51,1.0,62.0,612.0,414.0,49.0,326.0,1505.0,601.0
BIMBO,8.14,358.0,240.37,1955.63,2022-04-01,OT,4.88,4.0,2022.0,2.0,221.3,104.67,1.09,2.3,,,8.14,6.33,8.61,12.73,13.94,10.37,5.88,358.0,1073.0,435.0,730.0,1541.0,2423.0,822.0
DIANA,6.33,1073.0,1000.96,6335.11,2022-04-01,OT,15.81,4.0,2022.0,2.0,823.87,635.42,1.21,1.58,,,8.14,6.33,8.61,12.73,13.94,10.37,5.88,358.0,1073.0,435.0,730.0,1541.0,2423.0,822.0
DINANT,8.61,435.0,222.38,1914.53,2022-04-01,OT,4.78,4.0,2022.0,2.0,223.48,164.83,1.0,1.35,,,8.14,6.33,8.61,12.73,13.94,10.37,5.88,358.0,1073.0,435.0,730.0,1541.0,2423.0,822.0
KELLOGGS,12.73,730.0,324.67,4132.15,2022-04-01,OT,10.31,4.0,2022.0,2.0,311.71,262.98,1.04,1.23,,,8.14,6.33,8.61,12.73,13.94,10.37,5.88,358.0,1073.0,435.0,730.0,1541.0,2423.0,822.0
OTHERS,13.94,1541.0,527.5,7353.98,2022-04-01,OT,18.36,4.0,2022.0,2.0,527.19,483.0,1.0,1.09,,,8.14,6.33,8.61,12.73,13.94,10.37,5.88,358.0,1073.0,435.0,730.0,1541.0,2423.0,822.0
PEPSICO,10.37,2423.0,1405.17,14569.08,2022-04-01,OT,36.37,4.0,2022.0,2.0,1410.41,1158.02,1.0,1.21,,,8.14,6.33,8.61,12.73,13.94,10.37,5.88,358.0,1073.0,435.0,730.0,1541.0,2423.0,822.0
SEÑORIAL,5.88,822.0,646.65,3802.68,2022-04-01,OT,9.49,4.0,2022.0,2.0,556.4,822.09,1.16,0.79,,,8.14,6.33,8.61,12.73,13.94,10.37,5.88,358.0,1073.0,435.0,730.0,1541.0,2423.0,822.0
BIMBO,3.33,69.0,1407.87,4689.19,2022-04-01,TRADITIONAL,3.07,4.0,2022.0,2.0,1583.82,914.2,0.89,1.54,,,3.33,0.96,1.21,6.64,0.79,1.53,1.0,69.0,651.0,421.0,50.0,321.0,1518.0,608.0
DIANA,0.96,651.0,24316.47,23383.02,2022-04-01,TRADITIONAL,15.32,4.0,2022.0,2.0,24801.52,31758.24,0.98,0.77,,,3.33,0.96,1.21,6.64,0.79,1.53,1.0,69.0,651.0,421.0,50.0,321.0,1518.0,608.0
DINANT,1.21,421.0,12449.38,15007.69,2022-04-01,TRADITIONAL,9.83,4.0,2022.0,2.0,12183.04,10909.24,1.02,1.14,,,3.33,0.96,1.21,6.64,0.79,1.53,1.0,69.0,651.0,421.0,50.0,321.0,1518.0,608.0
KELLOGGS,6.64,50.0,296.86,1971.08,2022-04-01,TRADITIONAL,1.29,4.0,2022.0,2.0,285.15,251.34,1.04,1.18,,,3.33,0.96,1.21,6.64,0.79,1.53,1.0,69.0,651.0,421.0,50.0,321.0,1518.0,608.0
OTHERS,0.79,321.0,9544.68,7502.34,2022-04-01,TRADITIONAL,4.91,4.0,2022.0,2.0,8839.93,10336.06,1.08,0.92,,,3.33,0.96,1.21,6.64,0.79,1.53,1.0,69.0,651.0,421.0,50.0,321.0,1518.0,608.0
PEPSICO,1.53,1518.0,52904.27,81142.2,2022-04-01,TRADITIONAL,53.15,4.0,2022.0,2.0,53957.62,51934.71,0.98,1.02,,,3.33,0.96,1.21,6.64,0.79,1.53,1.0,69.0,651.0,421.0,50.0,321.0,1518.0,608.0
SEÑORIAL,1.0,608.0,19000.71,18982.76,2022-04-01,TRADITIONAL,12.43,4.0,2022.0,2.0,20785.91,20942.88,0.91,0.91,,,3.33,0.96,1.21,6.64,0.79,1.53,1.0,69.0,651.0,421.0,50.0,321.0,1518.0,608.0
BIMBO,8.38,344.0,201.82,1692.13,2022-05-01,OT,5.0,5.0,2022.0,2.0,221.3,104.67,0.91,1.93,,,8.38,6.53,8.7,12.84,13.83,10.1,6.09,344.0,1080.0,420.0,715.0,1563.0,2388.0,788.0
DIANA,6.53,1080.0,728.85,4755.82,2022-05-01,OT,14.06,5.0,2022.0,2.0,823.87,635.42,0.88,1.15,,,8.38,6.53,8.7,12.84,13.83,10.1,6.09,344.0,1080.0,420.0,715.0,1563.0,2388.0,788.0
DINANT,8.7,420.0,206.5,1796.33,2022-05-01,OT,5.31,5.0,2022.0,2.0,223.48,164.83,0.92,1.25,,,8.38,6.53,8.7,12.84,13.83,10.1,6.09,344.0,1080.0,420.0,715.0,1563.0,2388.0,788.0
KELLOGGS,12.84,715.0,292.33,3754.84,2022-05-01,OT,11.1,5.0,2022.0,2.0,311.71,262.98,0.94,1.11,,,8.38,6.53,8.7,12.84,13.83,10.1,6.09,344.0,1080.0,420.0,715.0,1563.0,2388.0,788.0
OTHERS,13.83,1563.0,503.74,6964.97,2022-05-01,OT,20.59,5.0,2022.0,2.0,527.19,483.0,0.96,1.04,,,8.38,6.53,8.7,12.84,13.83,10.1,6.09,344.0,1080.0,420.0,715.0,1563.0,2388.0,788.0
PEPSICO,10.1,2388.0,1199.91,12123.65,2022-05-01,OT,35.85,5.0,2022.0,2.0,1410.41,1158.02,0.85,1.04,,,8.38,6.53,8.7,12.84,13.83,10.1,6.09,344.0,1080.0,420.0,715.0,1563.0,2388.0,788.0
SEÑORIAL,6.09,788.0,448.51,2732.59,2022-05-01,OT,8.08,5.0,2022.0,2.0,556.4,822.09,0.81,0.55,,,8.38,6.53,8.7,12.84,13.83,10.1,6.09,344.0,1080.0,420.0,715.0,1563.0,2388.0,788.0
BIMBO,3.55,67.0,1497.87,5314.37,2022-05-01,TRADITIONAL,3.37,5.0,2022.0,2.0,1583.82,914.2,0.95,1.64,,,3.55,0.97,1.2,6.65,0.86,1.54,1.0,67.0,648.0,391.0,49.0,281.0,1527.0,596.0
DIANA,0.97,648.0,25392.04,24739.12,2022-05-01,TRADITIONAL,15.68,5.0,2022.0,2.0,24801.52,31758.24,1.02,0.8,,,3.55,0.97,1.2,6.65,0.86,1.54,1.0,67.0,648.0,391.0,49.0,281.0,1527.0,596.0
DINANT,1.2,391.0,12675.37,15195.69,2022-05-01,TRADITIONAL,9.63,5.0,2022.0,2.0,12183.04,10909.24,1.04,1.16,,,3.55,0.97,1.2,6.65,0.86,1.54,1.0,67.0,648.0,391.0,49.0,281.0,1527.0,596.0
KELLOGGS,6.65,49.0,303.72,2018.43,2022-05-01,TRADITIONAL,1.28,5.0,2022.0,2.0,285.15,251.34,1.07,1.21,,,3.55,0.97,1.2,6.65,0.86,1.54,1.0,67.0,648.0,391.0,49.0,281.0,1527.0,596.0
OTHERS,0.86,281.0,8360.25,7196.66,2022-05-01,TRADITIONAL,4.56,5.0,2022.0,2.0,8839.93,10336.06,0.95,0.81,,,3.55,0.97,1.2,6.65,0.86,1.54,1.0,67.0,648.0,391.0,49.0,281.0,1527.0,596.0
PEPSICO,1.54,1527.0,54049.81,83203.12,2022-05-01,TRADITIONAL,52.73,5.0,2022.0,2.0,53957.62,51934.71,1.0,1.04,,,3.55,0.97,1.2,6.65,0.86,1.54,1.0,67.0,648.0,391.0,49.0,281.0,1527.0,596.0
SEÑORIAL,1.0,596.0,20037.9,20132.86,2022-05-01,TRADITIONAL,12.76,5.0,2022.0,2.0,20785.91,20942.88,0.96,0.96,,,3.55,0.97,1.2,6.65,0.86,1.54,1.0,67.0,648.0,391.0,49.0,281.0,1527.0,596.0
BIMBO,8.57,350.0,234.78,2011.86,2022-06-01,OT,5.82,6.0,2022.0,2.0,221.3,104.67,1.06,2.24,,,8.57,6.59,8.89,12.75,14.1,10.37,6.16,350.0,1040.0,406.0,708.0,1534.0,2352.0,785.0
DIANA,6.59,1040.0,733.26,4830.35,2022-06-01,OT,13.96,6.0,2022.0,2.0,823.87,635.42,0.89,1.15,,,8.57,6.59,8.89,12.75,14.1,10.37,6.16,350.0,1040.0,406.0,708.0,1534.0,2352.0,785.0
DINANT,8.89,406.0,202.02,1796.06,2022-06-01,OT,5.19,6.0,2022.0,2.0,223.48,164.83,0.9,1.23,,,8.57,6.59,8.89,12.75,14.1,10.37,6.16,350.0,1040.0,406.0,708.0,1534.0,2352.0,785.0
KELLOGGS,12.75,708.0,303.91,3875.76,2022-06-01,OT,11.2,6.0,2022.0,2.0,311.71,262.98,0.97,1.16,,,8.57,6.59,8.89,12.75,14.1,10.37,6.16,350.0,1040.0,406.0,708.0,1534.0,2352.0,785.0
OTHERS,14.1,1534.0,496.49,6999.75,2022-06-01,OT,20.24,6.0,2022.0,2.0,527.19,483.0,0.94,1.03,,,8.57,6.59,8.89,12.75,14.1,10.37,6.16,350.0,1040.0,406.0,708.0,1534.0,2352.0,785.0
PEPSICO,10.37,2352.0,1184.13,12284.26,2022-06-01,OT,35.51,6.0,2022.0,2.0,1410.41,1158.02,0.84,1.02,,,8.57,6.59,8.89,12.75,14.1,10.37,6.16,350.0,1040.0,406.0,708.0,1534.0,2352.0,785.0
SEÑORIAL,6.16,785.0,453.22,2793.99,2022-06-01,OT,8.08,6.0,2022.0,2.0,556.4,822.09,0.81,0.55,,,8.57,6.59,8.89,12.75,14.1,10.37,6.16,350.0,1040.0,406.0,708.0,1534.0,2352.0,785.0
BIMBO,3.73,76.0,1416.69,5282.18,2022-06-01,TRADITIONAL,3.26,6.0,2022.0,2.0,1583.82,914.2,0.89,1.55,,,3.73,0.98,1.21,6.46,0.91,1.57,1.01,76.0,650.0,387.0,45.0,273.0,1534.0,590.0
DIANA,0.98,650.0,25547.04,24983.76,2022-06-01,TRADITIONAL,15.43,6.0,2022.0,2.0,24801.52,31758.24,1.03,0.8,,,3.73,0.98,1.21,6.46,0.91,1.57,1.01,76.0,650.0,387.0,45.0,273.0,1534.0,590.0
DINANT,1.21,387.0,12615.19,15218.96,2022-06-01,TRADITIONAL,9.4,6.0,2022.0,2.0,12183.04,10909.24,1.04,1.16,,,3.73,0.98,1.21,6.46,0.91,1.57,1.01,76.0,650.0,387.0,45.0,273.0,1534.0,590.0
KELLOGGS,6.46,45.0,262.84,1697.43,2022-06-01,TRADITIONAL,1.05,6.0,2022.0,2.0,285.15,251.34,0.92,1.05,,,3.73,0.98,1.21,6.46,0.91,1.57,1.01,76.0,650.0,387.0,45.0,273.0,1534.0,590.0
OTHERS,0.91,273.0,8263.08,7525.94,2022-06-01,TRADITIONAL,4.65,6.0,2022.0,2.0,8839.93,10336.06,0.93,0.8,,,3.73,0.98,1.21,6.46,0.91,1.57,1.01,76.0,650.0,387.0,45.0,273.0,1534.0,590.0
PEPSICO,1.57,1534.0,55140.12,86376.12,2022-06-01,TRADITIONAL,53.36,6.0,2022.0,2.0,53957.62,51934.71,1.02,1.06,,,3.73,0.98,1.21,6.46,0.91,1.57,1.01,76.0,650.0,387.0,45.0,273.0,1534.0,590.0
SEÑORIAL,1.01,590.0,20648.32,20783.04,2022-06-01,TRADITIONAL,12.84,6.0,2022.0,2.0,20785.91,20942.88,0.99,0.99,,,3.73,0.98,1.21,6.46,0.91,1.57,1.01,76.0,650.0,387.0,45.0,273.0,1534.0,590.0
BIMBO,9.14,377.0,274.23,2505.72,2022-07-01,OT,6.5,7.0,2022.0,3.0,221.3,126.09,1.24,2.17,,,9.14,6.56,8.97,12.88,13.97,10.51,6.08,377.0,1087.0,392.0,708.0,1547.0,2376.0,828.0
DIANA,6.56,1087.0,829.47,5437.22,2022-07-01,OT,14.09,7.0,2022.0,3.0,823.87,671.93,1.01,1.23,,,9.14,6.56,8.97,12.88,13.97,10.51,6.08,377.0,1087.0,392.0,708.0,1547.0,2376.0,828.0
DINANT,8.97,392.0,215.31,1931.92,2022-07-01,OT,5.01,7.0,2022.0,3.0,223.48,190.26,0.96,1.13,,,9.14,6.56,8.97,12.88,13.97,10.51,6.08,377.0,1087.0,392.0,708.0,1547.0,2376.0,828.0
KELLOGGS,12.88,708.0,323.77,4170.54,2022-07-01,OT,10.81,7.0,2022.0,3.0,311.71,267.24,1.04,1.21,,,9.14,6.56,8.97,12.88,13.97,10.51,6.08,377.0,1087.0,392.0,708.0,1547.0,2376.0,828.0
OTHERS,13.97,1547.0,544.13,7600.62,2022-07-01,OT,19.7,7.0,2022.0,3.0,527.19,488.81,1.03,1.11,,,9.14,6.56,8.97,12.88,13.97,10.51,6.08,377.0,1087.0,392.0,708.0,1547.0,2376.0,828.0
PEPSICO,10.51,2376.0,1317.71,13846.69,2022-07-01,OT,35.89,7.0,2022.0,3.0,1410.41,1206.4,0.93,1.09,,,9.14,6.56,8.97,12.88,13.97,10.51,6.08,377.0,1087.0,392.0,708.0,1547.0,2376.0,828.0
SEÑORIAL,6.08,828.0,507.56,3085.37,2022-07-01,OT,8.0,7.0,2022.0,3.0,556.4,700.58,0.91,0.72,,,9.14,6.56,8.97,12.88,13.97,10.51,6.08,377.0,1087.0,392.0,708.0,1547.0,2376.0,828.0
BIMBO,3.81,82.0,1537.16,5860.3,2022-07-01,TRADITIONAL,3.6,7.0,2022.0,3.0,1583.82,1014.22,0.97,1.52,,,3.81,0.99,1.23,6.41,0.94,1.61,1.0,82.0,656.0,393.0,46.0,283.0,1567.0,613.0
DIANA,0.99,656.0,25095.01,24721.18,2022-07-01,TRADITIONAL,15.2,7.0,2022.0,3.0,24801.52,31077.49,1.01,0.81,,,3.81,0.99,1.23,6.41,0.94,1.61,1.0,82.0,656.0,393.0,46.0,283.0,1567.0,613.0
DINANT,1.23,393.0,11986.47,14803.16,2022-07-01,TRADITIONAL,9.1,7.0,2022.0,3.0,12183.04,10846.14,0.98,1.11,,,3.81,0.99,1.23,6.41,0.94,1.61,1.0,82.0,656.0,393.0,46.0,283.0,1567.0,613.0
KELLOGGS,6.41,46.0,245.69,1575.76,2022-07-01,TRADITIONAL,0.97,7.0,2022.0,3.0,285.15,235.47,0.86,1.04,,,3.81,0.99,1.23,6.41,0.94,1.61,1.0,82.0,656.0,393.0,46.0,283.0,1567.0,613.0
OTHERS,0.94,283.0,7604.32,7177.76,2022-07-01,TRADITIONAL,4.41,7.0,2022.0,3.0,8839.93,10525.21,0.86,0.72,,,3.81,0.99,1.23,6.41,0.94,1.61,1.0,82.0,656.0,393.0,46.0,283.0,1567.0,613.0
PEPSICO,1.61,1567.0,54556.08,87798.84,2022-07-01,TRADITIONAL,54.0,7.0,2022.0,3.0,53957.62,52065.19,1.01,1.05,,,3.81,0.99,1.23,6.41,0.94,1.61,1.0,82.0,656.0,393.0,46.0,283.0,1567.0,613.0
SEÑORIAL,1.0,613.0,20760.62,20664.38,2022-07-01,TRADITIONAL,12.71,7.0,2022.0,3.0,20785.91,21367.07,1.0,0.97,,,3.81,0.99,1.23,6.41,0.94,1.61,1.0,82.0,656.0,393.0,46.0,283.0,1567.0,613.0
BIMBO,9.46,386.0,226.64,2143.0,2022-08-01,OT,5.77,8.0,2022.0,3.0,221.3,126.09,1.02,1.8,,,9.46,6.5,9.24,12.1,13.8,10.33,6.38,386.0,1066.0,398.0,677.0,1557.0,2425.0,811.0
DIANA,6.5,1066.0,802.79,5218.81,2022-08-01,OT,14.05,8.0,2022.0,3.0,823.87,671.93,0.97,1.19,,,9.46,6.5,9.24,12.1,13.8,10.33,6.38,386.0,1066.0,398.0,677.0,1557.0,2425.0,811.0
DINANT,9.24,398.0,211.32,1952.21,2022-08-01,OT,5.26,8.0,2022.0,3.0,223.48,190.26,0.95,1.11,,,9.46,6.5,9.24,12.1,13.8,10.33,6.38,386.0,1066.0,398.0,677.0,1557.0,2425.0,811.0
KELLOGGS,12.1,677.0,316.6,3830.11,2022-08-01,OT,10.31,8.0,2022.0,3.0,311.71,267.24,1.02,1.18,,,9.46,6.5,9.24,12.1,13.8,10.33,6.38,386.0,1066.0,398.0,677.0,1557.0,2425.0,811.0
OTHERS,13.8,1557.0,532.16,7341.51,2022-08-01,OT,19.77,8.0,2022.0,3.0,527.19,488.81,1.01,1.09,,,9.46,6.5,9.24,12.1,13.8,10.33,6.38,386.0,1066.0,398.0,677.0,1557.0,2425.0,811.0
PEPSICO,10.33,2425.0,1324.36,13682.96,2022-08-01,OT,36.85,8.0,2022.0,3.0,1410.41,1206.4,0.94,1.1,,,9.46,6.5,9.24,12.1,13.8,10.33,6.38,386.0,1066.0,398.0,677.0,1557.0,2425.0,811.0
SEÑORIAL,6.38,811.0,464.57,2965.84,2022-08-01,OT,7.99,8.0,2022.0,3.0,556.4,700.58,0.83,0.66,,,9.46,6.5,9.24,12.1,13.8,10.33,6.38,386.0,1066.0,398.0,677.0,1557.0,2425.0,811.0
BIMBO,4.08,87.0,1561.1,6370.37,2022-08-01,TRADITIONAL,3.71,8.0,2022.0,3.0,1583.82,1014.22,0.99,1.54,,,4.08,1.03,1.28,6.21,0.95,1.66,1.0,87.0,622.0,398.0,48.0,279.0,1564.0,603.0
DIANA,1.03,622.0,24030.35,24765.66,2022-08-01,TRADITIONAL,14.41,8.0,2022.0,3.0,24801.52,31077.49,0.97,0.77,,,4.08,1.03,1.28,6.21,0.95,1.66,1.0,87.0,622.0,398.0,48.0,279.0,1564.0,603.0
DINANT,1.28,398.0,12011.17,15431.5,2022-08-01,TRADITIONAL,8.98,8.0,2022.0,3.0,12183.04,10846.14,0.99,1.11,,,4.08,1.03,1.28,6.21,0.95,1.66,1.0,87.0,622.0,398.0,48.0,279.0,1564.0,603.0
KELLOGGS,6.21,48.0,289.4,1797.64,2022-08-01,TRADITIONAL,1.05,8.0,2022.0,3.0,285.15,235.47,1.01,1.23,,,4.08,1.03,1.28,6.21,0.95,1.66,1.0,87.0,622.0,398.0,48.0,279.0,1564.0,603.0
OTHERS,0.95,279.0,8552.62,8100.56,2022-08-01,TRADITIONAL,4.71,8.0,2022.0,3.0,8839.93,10525.21,0.97,0.81,,,4.08,1.03,1.28,6.21,0.95,1.66,1.0,87.0,622.0,398.0,48.0,279.0,1564.0,603.0
PEPSICO,1.66,1564.0,56456.04,93780.65,2022-08-01,TRADITIONAL,54.58,8.0,2022.0,3.0,53957.62,52065.19,1.05,1.08,,,4.08,1.03,1.28,6.21,0.95,1.66,1.0,87.0,622.0,398.0,48.0,279.0,1564.0,603.0
SEÑORIAL,1.0,603.0,21601.9,21580.02,2022-08-01,TRADITIONAL,12.56,8.0,2022.0,3.0,20785.91,21367.07,1.04,1.01,,,4.08,1.03,1.28,6.21,0.95,1.66,1.0,87.0,622.0,398.0,48.0,279.0,1564.0,603.0
BIMBO,9.54,386.0,209.49,1998.98,2022-09-01,OT,5.51,9.0,2022.0,3.0,221.3,126.09,0.95,1.66,,,9.54,6.52,9.3,12.4,14.46,9.72,7.94,386.0,1031.0,417.0,638.0,1491.0,2468.0,800.0
DIANA,6.52,1031.0,781.37,5092.37,2022-09-01,OT,14.05,9.0,2022.0,3.0,823.87,671.93,0.95,1.16,,,9.54,6.52,9.3,12.4,14.46,9.72,7.94,386.0,1031.0,417.0,638.0,1491.0,2468.0,800.0
DINANT,9.3,417.0,212.79,1978.81,2022-09-01,OT,5.46,9.0,2022.0,3.0,223.48,190.26,0.95,1.12,,,9.54,6.52,9.3,12.4,14.46,9.72,7.94,386.0,1031.0,417.0,638.0,1491.0,2468.0,800.0
KELLOGGS,12.4,638.0,273.3,3388.61,2022-09-01,OT,9.35,9.0,2022.0,3.0,311.71,267.24,0.88,1.02,,,9.54,6.52,9.3,12.4,14.46,9.72,7.94,386.0,1031.0,417.0,638.0,1491.0,2468.0,800.0
OTHERS,14.46,1491.0,484.28,7003.59,2022-09-01,OT,19.32,9.0,2022.0,3.0,527.19,488.81,0.92,0.99,,,9.54,6.52,9.3,12.4,14.46,9.72,7.94,386.0,1031.0,417.0,638.0,1491.0,2468.0,800.0
PEPSICO,9.72,2468.0,1380.07,13408.63,2022-09-01,OT,36.99,9.0,2022.0,3.0,1410.41,1206.4,0.98,1.14,,,9.54,6.52,9.3,12.4,14.46,9.72,7.94,386.0,1031.0,417.0,638.0,1491.0,2468.0,800.0
SEÑORIAL,7.94,800.0,425.84,3381.55,2022-09-01,OT,9.33,9.0,2022.0,3.0,556.4,700.58,0.77,0.61,,,9.54,6.52,9.3,12.4,14.46,9.72,7.94,386.0,1031.0,417.0,638.0,1491.0,2468.0,800.0
BIMBO,4.05,91.0,1819.45,7364.26,2022-09-01,TRADITIONAL,4.09,9.0,2022.0,3.0,1583.82,1014.22,1.15,1.79,,,4.05,1.05,1.35,6.26,0.99,1.7,1.0,91.0,632.0,389.0,45.0,306.0,1567.0,633.0
DIANA,1.05,632.0,25343.43,26661.22,2022-09-01,TRADITIONAL,14.79,9.0,2022.0,3.0,24801.52,31077.49,1.02,0.82,,,4.05,1.05,1.35,6.26,0.99,1.7,1.0,91.0,632.0,389.0,45.0,306.0,1567.0,633.0
DINANT,1.35,389.0,12440.13,16796.25,2022-09-01,TRADITIONAL,9.32,9.0,2022.0,3.0,12183.04,10846.14,1.02,1.15,,,4.05,1.05,1.35,6.26,0.99,1.7,1.0,91.0,632.0,389.0,45.0,306.0,1567.0,633.0
KELLOGGS,6.26,45.0,300.12,1878.98,2022-09-01,TRADITIONAL,1.04,9.0,2022.0,3.0,285.15,235.47,1.05,1.27,,,4.05,1.05,1.35,6.26,0.99,1.7,1.0,91.0,632.0,389.0,45.0,306.0,1567.0,633.0
OTHERS,0.99,306.0,8848.19,8752.22,2022-09-01,TRADITIONAL,4.86,9.0,2022.0,3.0,8839.93,10525.21,1.0,0.84,,,4.05,1.05,1.35,6.26,0.99,1.7,1.0,91.0,632.0,389.0,45.0,306.0,1567.0,633.0
PEPSICO,1.7,1567.0,56107.4,95349.73,2022-09-01,TRADITIONAL,52.91,9.0,2022.0,3.0,53957.62,52065.19,1.04,1.08,,,4.05,1.05,1.35,6.26,0.99,1.7,1.0,91.0,632.0,389.0,45.0,306.0,1567.0,633.0
SEÑORIAL,1.0,633.0,23398.37,23411.57,2022-09-01,TRADITIONAL,12.99,9.0,2022.0,3.0,20785.91,21367.07,1.13,1.1,,,4.05,1.05,1.35,6.26,0.99,1.7,1.0,91.0,632.0,389.0,45.0,306.0,1567.0,633.0
