Manufacturer,PPU,TDP,Units,Sales,Date,Channel,SOM,Month,Year,Quarter,units_avg_y,units_avg_q,monthly_index,quarterly_index,Model_x,Model_y,BIMBO PPU,DIANA PPU,DINANT PPU,KELLOGGS PPU,OTHERS PPU,PEPSICO PPU,SEÑORIAL PPU,BIMBO TDP,DIANA TDP,DINANT TDP,KELLOGGS TDP,OTHERS TDP,PEPSICO TDP,SEÑORIAL TDP
DIANA,0.65,601.0,42410.37,27605.0,2019-08-01,TRADITIONAL,18.61,8.0,2019.0,3.0,41455.47,31077.49,1.02,1.36,,,2.73,0.65,1.12,5.87,0.62,1.44,0.96,22.0,601.0,232.0,30.0,272.0,983.0,511.0
DINANT,1.12,232.0,9365.96,10455.0,2019-08-01,TRADITIONAL,7.05,8.0,2019.0,3.0,9103.9,10846.14,1.03,0.86,,,2.73,0.65,1.12,5.87,0.62,1.44,0.96,22.0,601.0,232.0,30.0,272.0,983.0,511.0
KELLOGGS,5.87,30.0,213.12,1251.0,2019-08-01,TRADITIONAL,0.84,8.0,2019.0,3.0,220.77,235.47,0.97,0.91,,,2.73,0.65,1.12,5.87,0.62,1.44,0.96,22.0,601.0,232.0,30.0,272.0,983.0,511.0
OTHERS,0.62,272.0,11784.74,7293.0,2019-08-01,TRADITIONAL,4.92,8.0,2019.0,3.0,10828.79,10525.21,1.09,1.12,,,2.73,0.65,1.12,5.87,0.62,1.44,0.96,22.0,601.0,232.0,30.0,272.0,983.0,511.0
PEPSICO,1.44,983.0,54388.44,78146.0,2019-08-01,TRADITIONAL,52.68,8.0,2019.0,3.0,54629.51,52065.19,1.0,1.04,,,2.73,0.65,1.12,5.87,0.62,1.44,0.96,22.0,601.0,232.0,30.0,272.0,983.0,511.0
SEÑORIAL,0.96,511.0,22849.44,21894.0,2019-08-01,TRADITIONAL,14.76,8.0,2019.0,3.0,23920.0,21367.07,0.96,1.07,,,2.73,0.65,1.12,5.87,0.62,1.44,0.96,22.0,601.0,232.0,30.0,272.0,983.0,511.0
BIMBO,7.68,48.0,11.46,88.0,2019-09-01,OT,0.29,9.0,2019.0,3.0,7.81,126.09,1.47,0.09,,,7.68,4.42,7.29,9.93,12.11,9.54,5.43,48.0,871.0,334.0,295.0,1046.0,1509.0,597.0
DIANA,4.42,871.0,882.44,3896.0,2019-09-01,OT,12.81,9.0,2019.0,3.0,613.96,671.93,1.44,1.31,,,7.68,4.42,7.29,9.93,12.11,9.54,5.43,48.0,871.0,334.0,295.0,1046.0,1509.0,597.0
DINANT,7.29,334.0,176.42,1286.0,2019-09-01,OT,4.23,9.0,2019.0,3.0,146.27,190.26,1.21,0.93,,,7.68,4.42,7.29,9.93,12.11,9.54,5.43,48.0,871.0,334.0,295.0,1046.0,1509.0,597.0
KELLOGGS,9.93,295.0,265.36,2635.0,2019-09-01,OT,8.66,9.0,2019.0,3.0,283.76,267.24,0.94,0.99,,,7.68,4.42,7.29,9.93,12.11,9.54,5.43,48.0,871.0,334.0,295.0,1046.0,1509.0,597.0
OTHERS,12.11,1046.0,452.42,5477.0,2019-09-01,OT,18.01,9.0,2019.0,3.0,491.49,488.81,0.92,0.93,,,7.68,4.42,7.29,9.93,12.11,9.54,5.43,48.0,871.0,334.0,295.0,1046.0,1509.0,597.0
PEPSICO,9.54,1509.0,1195.54,11409.0,2019-09-01,OT,37.51,9.0,2019.0,3.0,1225.71,1206.4,0.98,0.99,,,7.68,4.42,7.29,9.93,12.11,9.54,5.43,48.0,871.0,334.0,295.0,1046.0,1509.0,597.0
SEÑORIAL,5.43,597.0,1035.77,5627.0,2019-09-01,OT,18.5,9.0,2019.0,3.0,1271.92,700.58,0.81,1.48,,,7.68,4.42,7.29,9.93,12.11,9.54,5.43,48.0,871.0,334.0,295.0,1046.0,1509.0,597.0
BIMBO,2.69,23.0,641.26,1727.0,2019-09-01,TRADITIONAL,1.18,9.0,2019.0,3.0,619.55,1014.22,1.04,0.63,,,2.69,0.66,1.11,5.89,0.65,1.47,0.97,23.0,617.0,224.0,32.0,284.0,956.0,523.0
DIANA,0.66,617.0,40776.89,26753.0,2019-09-01,TRADITIONAL,18.2,9.0,2019.0,3.0,41455.47,31077.49,0.98,1.31,,,2.69,0.66,1.11,5.89,0.65,1.47,0.97,23.0,617.0,224.0,32.0,284.0,956.0,523.0
DINANT,1.11,224.0,9555.89,10619.0,2019-09-01,TRADITIONAL,7.22,9.0,2019.0,3.0,9103.9,10846.14,1.05,0.88,,,2.69,0.66,1.11,5.89,0.65,1.47,0.97,23.0,617.0,224.0,32.0,284.0,956.0,523.0
KELLOGGS,5.89,32.0,191.55,1128.0,2019-09-01,TRADITIONAL,0.77,9.0,2019.0,3.0,220.77,235.47,0.87,0.81,,,2.69,0.66,1.11,5.89,0.65,1.47,0.97,23.0,617.0,224.0,32.0,284.0,956.0,523.0
OTHERS,0.65,284.0,11154.51,7199.0,2019-09-01,TRADITIONAL,4.9,9.0,2019.0,3.0,10828.79,10525.21,1.03,1.06,,,2.69,0.66,1.11,5.89,0.65,1.47,0.97,23.0,617.0,224.0,32.0,284.0,956.0,523.0
PEPSICO,1.47,956.0,52972.01,78107.0,2019-09-01,TRADITIONAL,53.14,9.0,2019.0,3.0,54629.51,52065.19,0.97,1.02,,,2.69,0.66,1.11,5.89,0.65,1.47,0.97,23.0,617.0,224.0,32.0,284.0,956.0,523.0
SEÑORIAL,0.97,523.0,22157.87,21444.0,2019-09-01,TRADITIONAL,14.59,9.0,2019.0,3.0,23920.0,21367.07,0.93,1.04,,,2.69,0.66,1.11,5.89,0.65,1.47,0.97,23.0,617.0,224.0,32.0,284.0,956.0,523.0
BIMBO,6.93,58.0,10.53,72.97,2019-10-01,OT,0.24,10.0,2019.0,4.0,7.81,120.06,1.35,0.09,,,6.93,5.99,8.52,10.08,12.2,9.95,5.36,58.0,978.0,412.0,650.0,1464.0,2088.0,721.0
DIANA,5.99,978.0,596.1,3569.35,2019-10-01,OT,11.77,10.0,2019.0,4.0,613.96,755.99,0.97,0.79,,,6.93,5.99,8.52,10.08,12.2,9.95,5.36,58.0,978.0,412.0,650.0,1464.0,2088.0,721.0
DINANT,8.52,412.0,146.69,1249.3,2019-10-01,OT,4.12,10.0,2019.0,4.0,146.27,209.39,1.0,0.7,,,6.93,5.99,8.52,10.08,12.2,9.95,5.36,58.0,978.0,412.0,650.0,1464.0,2088.0,721.0
KELLOGGS,10.08,650.0,248.7,2507.96,2019-10-01,OT,8.27,10.0,2019.0,4.0,283.76,298.3,0.88,0.83,,,6.93,5.99,8.52,10.08,12.2,9.95,5.36,58.0,978.0,412.0,650.0,1464.0,2088.0,721.0
OTHERS,12.2,1464.0,478.64,5838.98,2019-10-01,OT,19.25,10.0,2019.0,4.0,491.49,536.76,0.97,0.89,,,6.93,5.99,8.52,10.08,12.2,9.95,5.36,58.0,978.0,412.0,650.0,1464.0,2088.0,721.0
PEPSICO,9.95,2088.0,1145.0,11389.15,2019-10-01,OT,37.55,10.0,2019.0,4.0,1225.71,1432.29,0.93,0.8,,,6.93,5.99,8.52,10.08,12.2,9.95,5.36,58.0,978.0,412.0,650.0,1464.0,2088.0,721.0
SEÑORIAL,5.36,721.0,1063.03,5699.19,2019-10-01,OT,18.79,10.0,2019.0,4.0,1271.92,819.71,0.84,1.3,,,6.93,5.99,8.52,10.08,12.2,9.95,5.36,58.0,978.0,412.0,650.0,1464.0,2088.0,721.0
BIMBO,2.65,24.0,594.85,1574.45,2019-10-01,TRADITIONAL,1.1,10.0,2019.0,4.0,619.55,1145.68,0.96,0.52,,,2.65,0.66,1.13,6.07,0.66,1.47,0.95,24.0,735.0,358.0,45.0,336.0,1510.0,636.0
DIANA,0.66,735.0,39993.57,26431.7,2019-10-01,TRADITIONAL,18.48,10.0,2019.0,4.0,41455.47,31288.11,0.96,1.28,,,2.65,0.66,1.13,6.07,0.66,1.47,0.95,24.0,735.0,358.0,45.0,336.0,1510.0,636.0
DINANT,1.13,358.0,8726.33,9862.11,2019-10-01,TRADITIONAL,6.89,10.0,2019.0,4.0,9103.9,10910.16,0.96,0.8,,,2.65,0.66,1.13,6.07,0.66,1.47,0.95,24.0,735.0,358.0,45.0,336.0,1510.0,636.0
KELLOGGS,6.07,45.0,181.26,1100.85,2019-10-01,TRADITIONAL,0.77,10.0,2019.0,4.0,220.77,248.08,0.82,0.73,,,2.65,0.66,1.13,6.07,0.66,1.47,0.95,24.0,735.0,358.0,45.0,336.0,1510.0,636.0
OTHERS,0.66,336.0,11178.56,7396.78,2019-10-01,TRADITIONAL,5.17,10.0,2019.0,4.0,10828.79,10377.12,1.03,1.08,,,2.65,0.66,1.13,6.07,0.66,1.47,0.95,24.0,735.0,358.0,45.0,336.0,1510.0,636.0
PEPSICO,1.47,1510.0,51437.4,75529.68,2019-10-01,TRADITIONAL,52.8,10.0,2019.0,4.0,54629.51,51257.4,0.94,1.0,,,2.65,0.66,1.13,6.07,0.66,1.47,0.95,24.0,735.0,358.0,45.0,336.0,1510.0,636.0
SEÑORIAL,0.95,636.0,22169.23,21160.84,2019-10-01,TRADITIONAL,14.79,10.0,2019.0,4.0,23920.0,21621.34,0.93,1.03,,,2.65,0.66,1.13,6.07,0.66,1.47,0.95,24.0,735.0,358.0,45.0,336.0,1510.0,636.0
BIMBO,7.5,68.0,11.33,84.95,2019-11-01,OT,0.28,11.0,2019.0,4.0,7.81,120.06,1.45,0.09,,,7.5,6.43,7.78,10.09,11.69,9.52,5.29,68.0,1025.0,435.0,689.0,1550.0,2143.0,743.0
DIANA,6.43,1025.0,569.41,3662.76,2019-11-01,OT,11.99,11.0,2019.0,4.0,613.96,755.99,0.93,0.75,,,7.5,6.43,7.78,10.09,11.69,9.52,5.29,68.0,1025.0,435.0,689.0,1550.0,2143.0,743.0
DINANT,7.78,435.0,160.78,1250.1,2019-11-01,OT,4.09,11.0,2019.0,4.0,146.27,209.39,1.1,0.77,,,7.5,6.43,7.78,10.09,11.69,9.52,5.29,68.0,1025.0,435.0,689.0,1550.0,2143.0,743.0
KELLOGGS,10.09,689.0,246.25,2485.02,2019-11-01,OT,8.14,11.0,2019.0,4.0,283.76,298.3,0.87,0.83,,,7.5,6.43,7.78,10.09,11.69,9.52,5.29,68.0,1025.0,435.0,689.0,1550.0,2143.0,743.0
OTHERS,11.69,1550.0,501.23,5860.86,2019-11-01,OT,19.19,11.0,2019.0,4.0,491.49,536.76,1.02,0.93,,,7.5,6.43,7.78,10.09,11.69,9.52,5.29,68.0,1025.0,435.0,689.0,1550.0,2143.0,743.0
PEPSICO,9.52,2143.0,1212.93,11551.84,2019-11-01,OT,37.83,11.0,2019.0,4.0,1225.71,1432.29,0.99,0.85,,,7.5,6.43,7.78,10.09,11.69,9.52,5.29,68.0,1025.0,435.0,689.0,1550.0,2143.0,743.0
SEÑORIAL,5.29,743.0,1066.14,5642.34,2019-11-01,OT,18.48,11.0,2019.0,4.0,1271.92,819.71,0.84,1.3,,,7.5,6.43,7.78,10.09,11.69,9.52,5.29,68.0,1025.0,435.0,689.0,1550.0,2143.0,743.0
BIMBO,2.6,26.0,696.12,1807.64,2019-11-01,TRADITIONAL,1.26,11.0,2019.0,4.0,619.55,1145.68,1.12,0.61,,,2.6,0.66,1.13,5.94,0.65,1.46,0.95,26.0,734.0,375.0,50.0,342.0,1520.0,630.0
DIANA,0.66,734.0,38544.16,25435.13,2019-11-01,TRADITIONAL,17.72,11.0,2019.0,4.0,41455.47,31288.11,0.93,1.23,,,2.6,0.66,1.13,5.94,0.65,1.46,0.95,26.0,734.0,375.0,50.0,342.0,1520.0,630.0
DINANT,1.13,375.0,9004.2,10159.84,2019-11-01,TRADITIONAL,7.08,11.0,2019.0,4.0,9103.9,10910.16,0.99,0.83,,,2.6,0.66,1.13,5.94,0.65,1.46,0.95,26.0,734.0,375.0,50.0,342.0,1520.0,630.0
KELLOGGS,5.94,50.0,197.06,1170.38,2019-11-01,TRADITIONAL,0.82,11.0,2019.0,4.0,220.77,248.08,0.89,0.79,,,2.6,0.66,1.13,5.94,0.65,1.46,0.95,26.0,734.0,375.0,50.0,342.0,1520.0,630.0
OTHERS,0.65,342.0,11861.15,7720.44,2019-11-01,TRADITIONAL,5.38,11.0,2019.0,4.0,10828.79,10377.12,1.1,1.14,,,2.6,0.66,1.13,5.94,0.65,1.46,0.95,26.0,734.0,375.0,50.0,342.0,1520.0,630.0
PEPSICO,1.46,1520.0,50764.02,74352.23,2019-11-01,TRADITIONAL,51.79,11.0,2019.0,4.0,54629.51,51257.4,0.93,0.99,,,2.6,0.66,1.13,5.94,0.65,1.46,0.95,26.0,734.0,375.0,50.0,342.0,1520.0,630.0
SEÑORIAL,0.95,630.0,24200.37,22927.56,2019-11-01,TRADITIONAL,15.97,11.0,2019.0,4.0,23920.0,21621.34,1.01,1.12,,,2.6,0.66,1.13,5.94,0.65,1.46,0.95,26.0,734.0,375.0,50.0,342.0,1520.0,630.0
BIMBO,7.42,63.0,9.76,72.4,2019-12-01,OT,0.18,12.0,2019.0,4.0,7.81,120.06,1.25,0.08,,,7.42,6.57,7.52,10.95,11.98,9.58,5.08,63.0,984.0,448.0,695.0,1517.0,2184.0,779.0
DIANA,6.57,984.0,686.79,4513.21,2019-12-01,OT,11.09,12.0,2019.0,4.0,613.96,755.99,1.12,0.91,,,7.42,6.57,7.52,10.95,11.98,9.58,5.08,63.0,984.0,448.0,695.0,1517.0,2184.0,779.0
DINANT,7.52,448.0,230.85,1737.04,2019-12-01,OT,4.27,12.0,2019.0,4.0,146.27,209.39,1.58,1.1,,,7.42,6.57,7.52,10.95,11.98,9.58,5.08,63.0,984.0,448.0,695.0,1517.0,2184.0,779.0
KELLOGGS,10.95,695.0,318.87,3491.35,2019-12-01,OT,8.58,12.0,2019.0,4.0,283.76,298.3,1.12,1.07,,,7.42,6.57,7.52,10.95,11.98,9.58,5.08,63.0,984.0,448.0,695.0,1517.0,2184.0,779.0
OTHERS,11.98,1517.0,605.86,7256.6,2019-12-01,OT,17.83,12.0,2019.0,4.0,491.49,536.76,1.23,1.13,,,7.42,6.57,7.52,10.95,11.98,9.58,5.08,63.0,984.0,448.0,695.0,1517.0,2184.0,779.0
PEPSICO,9.58,2184.0,1664.98,15949.31,2019-12-01,OT,39.18,12.0,2019.0,4.0,1225.71,1432.29,1.36,1.16,,,7.42,6.57,7.52,10.95,11.98,9.58,5.08,63.0,984.0,448.0,695.0,1517.0,2184.0,779.0
SEÑORIAL,5.08,779.0,1513.68,7685.88,2019-12-01,OT,18.88,12.0,2019.0,4.0,1271.92,819.71,1.19,1.85,,,7.42,6.57,7.52,10.95,11.98,9.58,5.08,63.0,984.0,448.0,695.0,1517.0,2184.0,779.0
BIMBO,2.74,29.0,678.15,1858.66,2019-12-01,TRADITIONAL,1.24,12.0,2019.0,4.0,619.55,1145.68,1.09,0.59,,,2.74,0.66,1.16,5.83,0.67,1.49,0.94,29.0,753.0,381.0,53.0,342.0,1539.0,648.0
DIANA,0.66,753.0,40485.6,26904.12,2019-12-01,TRADITIONAL,18.0,12.0,2019.0,4.0,41455.47,31288.11,0.98,1.29,,,2.74,0.66,1.16,5.83,0.67,1.49,0.94,29.0,753.0,381.0,53.0,342.0,1539.0,648.0
DINANT,1.16,381.0,9962.31,11577.02,2019-12-01,TRADITIONAL,7.75,12.0,2019.0,4.0,9103.9,10910.16,1.09,0.91,,,2.74,0.66,1.16,5.83,0.67,1.49,0.94,29.0,753.0,381.0,53.0,342.0,1539.0,648.0
KELLOGGS,5.83,53.0,203.01,1184.46,2019-12-01,TRADITIONAL,0.79,12.0,2019.0,4.0,220.77,248.08,0.92,0.82,,,2.74,0.66,1.16,5.83,0.67,1.49,0.94,29.0,753.0,381.0,53.0,342.0,1539.0,648.0
OTHERS,0.67,342.0,11529.81,7693.35,2019-12-01,TRADITIONAL,5.15,12.0,2019.0,4.0,10828.79,10377.12,1.06,1.11,,,2.74,0.66,1.16,5.83,0.67,1.49,0.94,29.0,753.0,381.0,53.0,342.0,1539.0,648.0
PEPSICO,1.49,1539.0,51979.92,77574.82,2019-12-01,TRADITIONAL,51.91,12.0,2019.0,4.0,54629.51,51257.4,0.95,1.01,,,2.74,0.66,1.16,5.83,0.67,1.49,0.94,29.0,753.0,381.0,53.0,342.0,1539.0,648.0
SEÑORIAL,0.94,648.0,24069.65,22646.42,2019-12-01,TRADITIONAL,15.15,12.0,2019.0,4.0,23920.0,21621.34,1.01,1.11,,,2.74,0.66,1.16,5.83,0.67,1.49,0.94,29.0,753.0,381.0,53.0,342.0,1539.0,648.0
BIMBO,7.67,72.0,10.97,84.18,2020-01-01,OT,0.21,1.0,2020.0,1.0,55.89,108.72,0.2,0.1,,,7.67,6.49,7.84,10.9,12.08,9.45,5.16,72.0,954.0,428.0,679.0,1524.0,2151.0,816.0
DIANA,6.49,954.0,801.46,5197.86,2020-01-01,OT,12.67,1.0,2020.0,1.0,558.75,685.97,1.43,1.17,,,7.67,6.49,7.84,10.9,12.08,9.45,5.16,72.0,954.0,428.0,679.0,1524.0,2151.0,816.0
DINANT,7.84,428.0,232.44,1822.07,2020-01-01,OT,4.44,1.0,2020.0,1.0,170.72,189.92,1.36,1.22,,,7.67,6.49,7.84,10.9,12.08,9.45,5.16,72.0,954.0,428.0,679.0,1524.0,2151.0,816.0
KELLOGGS,10.9,679.0,336.06,3662.27,2020-01-01,OT,8.93,1.0,2020.0,1.0,244.54,298.92,1.37,1.12,,,7.67,6.49,7.84,10.9,12.08,9.45,5.16,72.0,954.0,428.0,679.0,1524.0,2151.0,816.0
OTHERS,12.08,1524.0,621.82,7508.64,2020-01-01,OT,18.31,1.0,2020.0,1.0,472.03,529.09,1.32,1.18,,,7.67,6.49,7.84,10.9,12.08,9.45,5.16,72.0,954.0,428.0,679.0,1524.0,2151.0,816.0
PEPSICO,9.45,2151.0,1633.35,15438.68,2020-01-01,OT,37.64,1.0,2020.0,1.0,1173.69,1336.08,1.39,1.22,,,7.67,6.49,7.84,10.9,12.08,9.45,5.16,72.0,954.0,428.0,679.0,1524.0,2151.0,816.0
SEÑORIAL,5.16,816.0,1415.87,7300.68,2020-01-01,OT,17.8,1.0,2020.0,1.0,854.31,874.62,1.66,1.62,,,7.67,6.49,7.84,10.9,12.08,9.45,5.16,72.0,954.0,428.0,679.0,1524.0,2151.0,816.0
BIMBO,2.77,28.0,655.42,1817.75,2020-01-01,TRADITIONAL,1.22,1.0,2020.0,1.0,669.01,1045.75,0.98,0.63,,,2.77,0.67,1.16,6.16,0.67,1.52,0.95,28.0,764.0,401.0,54.0,364.0,1574.0,704.0
DIANA,0.67,764.0,39031.75,26049.92,2020-01-01,TRADITIONAL,17.43,1.0,2020.0,1.0,35011.86,32709.27,1.11,1.19,,,2.77,0.67,1.16,6.16,0.67,1.52,0.95,28.0,764.0,401.0,54.0,364.0,1574.0,704.0
DINANT,1.16,401.0,10938.24,12659.55,2020-01-01,TRADITIONAL,8.47,1.0,2020.0,1.0,10196.31,11327.75,1.07,0.97,,,2.77,0.67,1.16,6.16,0.67,1.52,0.95,28.0,764.0,401.0,54.0,364.0,1574.0,704.0
KELLOGGS,6.16,54.0,238.25,1466.5,2020-01-01,TRADITIONAL,0.98,1.0,2020.0,1.0,198.82,260.27,1.2,0.92,,,2.77,0.67,1.16,6.16,0.67,1.52,0.95,28.0,764.0,401.0,54.0,364.0,1574.0,704.0
OTHERS,0.67,364.0,12470.33,8354.57,2020-01-01,TRADITIONAL,5.59,1.0,2020.0,1.0,11088.64,10559.28,1.12,1.18,,,2.77,0.67,1.16,6.16,0.67,1.52,0.95,28.0,764.0,401.0,54.0,364.0,1574.0,704.0
PEPSICO,1.52,1574.0,50907.47,77127.33,2020-01-01,TRADITIONAL,51.6,1.0,2020.0,1.0,47677.24,52075.63,1.07,0.98,,,2.77,0.67,1.16,6.16,0.67,1.52,0.95,28.0,764.0,401.0,54.0,364.0,1574.0,704.0
SEÑORIAL,0.95,704.0,23116.87,21985.24,2020-01-01,TRADITIONAL,14.71,1.0,2020.0,1.0,20759.75,21860.46,1.11,1.06,,,2.77,0.67,1.16,6.16,0.67,1.52,0.95,28.0,764.0,401.0,54.0,364.0,1574.0,704.0
BIMBO,11.13,131.0,20.6,229.27,2020-02-01,OT,0.82,2.0,2020.0,1.0,55.89,108.72,0.37,0.19,,,11.13,6.78,8.16,9.86,12.46,9.34,5.37,131.0,930.0,433.0,720.0,1579.0,2116.0,826.0
DIANA,6.78,930.0,490.11,3323.21,2020-02-01,OT,11.9,2.0,2020.0,1.0,558.75,685.97,0.88,0.71,,,11.13,6.78,8.16,9.86,12.46,9.34,5.37,131.0,930.0,433.0,720.0,1579.0,2116.0,826.0
DINANT,8.16,433.0,149.89,1223.49,2020-02-01,OT,4.38,2.0,2020.0,1.0,170.72,189.92,0.88,0.79,,,11.13,6.78,8.16,9.86,12.46,9.34,5.37,131.0,930.0,433.0,720.0,1579.0,2116.0,826.0
KELLOGGS,9.86,720.0,262.21,2585.43,2020-02-01,OT,9.26,2.0,2020.0,1.0,244.54,298.92,1.07,0.88,,,11.13,6.78,8.16,9.86,12.46,9.34,5.37,131.0,930.0,433.0,720.0,1579.0,2116.0,826.0
OTHERS,12.46,1579.0,441.07,5495.3,2020-02-01,OT,19.67,2.0,2020.0,1.0,472.03,529.09,0.93,0.83,,,11.13,6.78,8.16,9.86,12.46,9.34,5.37,131.0,930.0,433.0,720.0,1579.0,2116.0,826.0
PEPSICO,9.34,2116.0,1058.84,9893.93,2020-02-01,OT,35.42,2.0,2020.0,1.0,1173.69,1336.08,0.9,0.79,,,11.13,6.78,8.16,9.86,12.46,9.34,5.37,131.0,930.0,433.0,720.0,1579.0,2116.0,826.0
SEÑORIAL,5.37,826.0,964.62,5180.54,2020-02-01,OT,18.55,2.0,2020.0,1.0,854.31,874.62,1.13,1.1,,,11.13,6.78,8.16,9.86,12.46,9.34,5.37,131.0,930.0,433.0,720.0,1579.0,2116.0,826.0
BIMBO,2.87,29.0,691.11,1985.24,2020-02-01,TRADITIONAL,1.35,2.0,2020.0,1.0,669.01,1045.75,1.03,0.66,,,2.87,0.66,1.13,6.85,0.68,1.49,0.95,29.0,774.0,414.0,57.0,374.0,1586.0,710.0
DIANA,0.66,774.0,40028.75,26486.61,2020-02-01,TRADITIONAL,18.01,2.0,2020.0,1.0,35011.86,32709.27,1.14,1.22,,,2.87,0.66,1.13,6.85,0.68,1.49,0.95,29.0,774.0,414.0,57.0,374.0,1586.0,710.0
DINANT,1.13,414.0,11008.07,12403.89,2020-02-01,TRADITIONAL,8.44,2.0,2020.0,1.0,10196.31,11327.75,1.08,0.97,,,2.87,0.66,1.13,6.85,0.68,1.49,0.95,29.0,774.0,414.0,57.0,374.0,1586.0,710.0
KELLOGGS,6.85,57.0,227.15,1555.78,2020-02-01,TRADITIONAL,1.06,2.0,2020.0,1.0,198.82,260.27,1.14,0.87,,,2.87,0.66,1.13,6.85,0.68,1.49,0.95,29.0,774.0,414.0,57.0,374.0,1586.0,710.0
OTHERS,0.68,374.0,13673.56,9247.79,2020-02-01,TRADITIONAL,6.29,2.0,2020.0,1.0,11088.64,10559.28,1.23,1.29,,,2.87,0.66,1.13,6.85,0.68,1.49,0.95,29.0,774.0,414.0,57.0,374.0,1586.0,710.0
PEPSICO,1.49,1586.0,49606.98,74011.74,2020-02-01,TRADITIONAL,50.34,2.0,2020.0,1.0,47677.24,52075.63,1.04,0.95,,,2.87,0.66,1.13,6.85,0.68,1.49,0.95,29.0,774.0,414.0,57.0,374.0,1586.0,710.0
SEÑORIAL,0.95,710.0,22361.79,21342.77,2020-02-01,TRADITIONAL,14.52,2.0,2020.0,1.0,20759.75,21860.46,1.08,1.02,,,2.87,0.66,1.13,6.85,0.68,1.49,0.95,29.0,774.0,414.0,57.0,374.0,1586.0,710.0
BIMBO,12.14,215.0,54.48,661.43,2020-03-01,OT,1.93,3.0,2020.0,1.0,55.89,108.72,0.97,0.5,,,12.14,6.77,8.23,10.36,12.81,9.66,5.19,215.0,940.0,450.0,721.0,1556.0,2224.0,825.0
DIANA,6.77,940.0,622.73,4217.45,2020-03-01,OT,12.28,3.0,2020.0,1.0,558.75,685.97,1.11,0.91,,,12.14,6.77,8.23,10.36,12.81,9.66,5.19,215.0,940.0,450.0,721.0,1556.0,2224.0,825.0
DINANT,8.23,450.0,170.8,1405.78,2020-03-01,OT,4.09,3.0,2020.0,1.0,170.72,189.92,1.0,0.9,,,12.14,6.77,8.23,10.36,12.81,9.66,5.19,215.0,940.0,450.0,721.0,1556.0,2224.0,825.0
KELLOGGS,10.36,721.0,272.17,2818.91,2020-03-01,OT,8.21,3.0,2020.0,1.0,244.54,298.92,1.11,0.91,,,12.14,6.77,8.23,10.36,12.81,9.66,5.19,215.0,940.0,450.0,721.0,1556.0,2224.0,825.0
OTHERS,12.81,1556.0,515.3,6601.01,2020-03-01,OT,19.22,3.0,2020.0,1.0,472.03,529.09,1.09,0.97,,,12.14,6.77,8.23,10.36,12.81,9.66,5.19,215.0,940.0,450.0,721.0,1556.0,2224.0,825.0
PEPSICO,9.66,2224.0,1331.94,12860.48,2020-03-01,OT,37.44,3.0,2020.0,1.0,1173.69,1336.08,1.13,1.0,,,12.14,6.77,8.23,10.36,12.81,9.66,5.19,215.0,940.0,450.0,721.0,1556.0,2224.0,825.0
SEÑORIAL,5.19,825.0,1115.5,5785.73,2020-03-01,OT,16.84,3.0,2020.0,1.0,854.31,874.62,1.31,1.28,,,12.14,6.77,8.23,10.36,12.81,9.66,5.19,215.0,940.0,450.0,721.0,1556.0,2224.0,825.0
BIMBO,2.84,32.0,659.44,1873.57,2020-03-01,TRADITIONAL,1.33,3.0,2020.0,1.0,669.01,1045.75,0.99,0.63,,,2.84,0.66,1.14,6.25,0.66,1.48,0.95,32.0,777.0,397.0,55.0,365.0,1569.0,710.0
DIANA,0.66,777.0,39059.72,25780.55,2020-03-01,TRADITIONAL,18.26,3.0,2020.0,1.0,35011.86,32709.27,1.12,1.19,,,2.84,0.66,1.14,6.25,0.66,1.48,0.95,32.0,777.0,397.0,55.0,365.0,1569.0,710.0
DINANT,1.14,397.0,10247.72,11659.79,2020-03-01,TRADITIONAL,8.26,3.0,2020.0,1.0,10196.31,11327.75,1.01,0.9,,,2.84,0.66,1.14,6.25,0.66,1.48,0.95,32.0,777.0,397.0,55.0,365.0,1569.0,710.0
KELLOGGS,6.25,55.0,165.18,1031.79,2020-03-01,TRADITIONAL,0.73,3.0,2020.0,1.0,198.82,260.27,0.83,0.63,,,2.84,0.66,1.14,6.25,0.66,1.48,0.95,32.0,777.0,397.0,55.0,365.0,1569.0,710.0
OTHERS,0.66,365.0,12137.06,8005.82,2020-03-01,TRADITIONAL,5.67,3.0,2020.0,1.0,11088.64,10559.28,1.09,1.15,,,2.84,0.66,1.14,6.25,0.66,1.48,0.95,32.0,777.0,397.0,55.0,365.0,1569.0,710.0
PEPSICO,1.48,1569.0,48587.29,71776.48,2020-03-01,TRADITIONAL,50.83,3.0,2020.0,1.0,47677.24,52075.63,1.02,0.93,,,2.84,0.66,1.14,6.25,0.66,1.48,0.95,32.0,777.0,397.0,55.0,365.0,1569.0,710.0
SEÑORIAL,0.95,710.0,22228.45,21093.41,2020-03-01,TRADITIONAL,14.94,3.0,2020.0,1.0,20759.75,21860.46,1.07,1.02,,,2.84,0.66,1.14,6.25,0.66,1.48,0.95,32.0,777.0,397.0,55.0,365.0,1569.0,710.0
BIMBO,12.71,204.0,40.73,517.77,2020-04-01,OT,1.71,4.0,2020.0,2.0,55.89,104.67,0.73,0.39,,,12.71,6.66,8.38,10.8,12.84,9.71,5.31,204.0,930.0,431.0,681.0,1529.0,2205.0,813.0
