Manufacturer,Channel,Date,PPU,PPU_hat,PPU MAPE,TDP,TDP_hat,TDP MAPE,forecast_month
PEPSICO,OT,2023-02-01,9.62,9.32,3.11,2247.0,2195.0,2.31,November 2022
PEPSICO,OT,2023-03-01,10.0,9.45,5.5,2261.0,2189.0,3.18,November 2022
PEPSICO,OT,2023-04-01,,9.5,,,2168.0,,November 2022
PEPSICO,OT,2023-05-01,,9.48,,,2164.0,,November 2022
PEPSICO,OT,2023-06-01,,9.5,,,2206.0,,November 2022
PEPSICO,OT,2023-07-01,,9.63,,,2227.0,,November 2022
PEPSICO,OT,2023-08-01,,9.51,,,2271.0,,November 2022
PEPSICO,OT,2023-09-01,,9.55,,,2257.0,,November 2022
PEPSICO,OT,2023-10-01,,9.53,,,2345.0,,November 2022
PEPSICO,OT,2023-11-01,,9.43,,,2304.0,,November 2022
PEPSICO,TRADITIONAL,2022-12-01,1.86,1.8,3.26,1576.0,1636.0,3.81,November 2022
PEPSICO,TRADITIONAL,2023-01-01,1.89,1.84,2.64,1612.0,1485.0,7.88,November 2022
PEPSICO,TRADITIONAL,2023-02-01,1.88,1.87,0.68,1623.0,1484.0,8.56,November 2022
PEPSICO,TRADITIONAL,2023-03-01,1.91,1.86,2.29,1636.0,1503.0,8.13,November 2022
PEPSICO,TRADITIONAL,2023-04-01,,1.9,,,1536.0,,November 2022
PEPSICO,TRADITIONAL,2023-05-01,,1.93,,,1510.0,,November 2022
PEPSICO,TRADITIONAL,2023-06-01,,1.95,,,1481.0,,November 2022
PEPSICO,TRADITIONAL,2023-07-01,,1.99,,,1479.0,,November 2022
PEPSICO,TRADITIONAL,2023-08-01,,2.03,,,1468.0,,November 2022
PEPSICO,TRADITIONAL,2023-09-01,,2.08,,,1456.0,,November 2022
PEPSICO,TRADITIONAL,2023-10-01,,2.12,,,1538.0,,November 2022
PEPSICO,TRADITIONAL,2023-11-01,,2.15,,,1537.0,,November 2022
SEÑORIAL,OT,2022-12-01,5.88,6.47,9.94,926.0,861.0,7.02,November 2022
SEÑORIAL,OT,2023-01-01,6.52,6.62,1.53,931.0,846.0,9.13,November 2022
SEÑORIAL,OT,2023-02-01,6.98,6.89,1.33,918.0,821.0,10.57,November 2022
SEÑORIAL,OT,2023-03-01,7.34,6.74,8.18,858.0,826.0,3.73,November 2022
SEÑORIAL,OT,2023-04-01,,6.71,,,815.0,,November 2022
SEÑORIAL,OT,2023-05-01,,7.01,,,788.0,,November 2022
SEÑORIAL,OT,2023-06-01,,6.99,,,791.0,,November 2022
SEÑORIAL,OT,2023-07-01,,7.09,,,783.0,,November 2022
SEÑORIAL,OT,2023-08-01,,7.17,,,780.0,,November 2022
SEÑORIAL,OT,2023-09-01,,7.78,,,784.0,,November 2022
SEÑORIAL,OT,2023-10-01,,7.89,,,798.0,,November 2022
SEÑORIAL,OT,2023-11-01,,7.39,,,810.0,,November 2022
SEÑORIAL,TRADITIONAL,2022-12-01,1.01,1.01,0.28,611.0,607.0,0.65,November 2022
SEÑORIAL,TRADITIONAL,2023-01-01,1.01,1.01,0.19,633.0,617.0,2.53,November 2022
SEÑORIAL,TRADITIONAL,2023-02-01,1.02,1.01,0.48,649.0,598.0,7.86,November 2022
SEÑORIAL,TRADITIONAL,2023-03-01,1.03,1.01,2.44,655.0,599.0,8.55,November 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,1.01,,,600.0,,November 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,1.0,,,597.0,,November 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,1.01,,,596.0,,November 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,1.01,,,601.0,,November 2022
SEÑORIAL,TRADITIONAL,2023-08-01,,1.01,,,601.0,,November 2022
SEÑORIAL,TRADITIONAL,2023-09-01,,1.01,,,611.0,,November 2022
SEÑORIAL,TRADITIONAL,2023-10-01,,1.01,,,635.0,,November 2022
SEÑORIAL,TRADITIONAL,2023-11-01,,1.02,,,620.0,,November 2022
BIMBO,OT,2023-01-01,11.05,10.73,2.92,375.0,386.0,2.93,December 2022
BIMBO,OT,2023-02-01,10.95,11.46,4.67,384.0,385.0,0.26,December 2022
BIMBO,OT,2023-03-01,9.83,11.42,16.13,397.0,389.0,2.02,December 2022
BIMBO,OT,2023-04-01,,11.75,,,403.0,,December 2022
BIMBO,OT,2023-05-01,,10.99,,,401.0,,December 2022
BIMBO,OT,2023-06-01,,10.28,,,419.0,,December 2022
BIMBO,OT,2023-07-01,,10.13,,,399.0,,December 2022
BIMBO,OT,2023-08-01,,10.66,,,415.0,,December 2022
BIMBO,OT,2023-09-01,,11.3,,,405.0,,December 2022
BIMBO,OT,2023-10-01,,11.5,,,429.0,,December 2022
BIMBO,OT,2023-11-01,,11.44,,,386.0,,December 2022
BIMBO,OT,2023-12-01,,11.33,,,420.0,,December 2022
BIMBO,TRADITIONAL,2023-01-01,4.01,3.95,1.59,96.0,97.0,1.04,December 2022
BIMBO,TRADITIONAL,2023-02-01,4.18,3.97,5.06,100.0,100.0,0.0,December 2022
BIMBO,TRADITIONAL,2023-03-01,4.36,4.02,7.86,105.0,101.0,3.81,December 2022
BIMBO,TRADITIONAL,2023-04-01,,3.96,,,109.0,,December 2022
BIMBO,TRADITIONAL,2023-05-01,,3.98,,,105.0,,December 2022
BIMBO,TRADITIONAL,2023-06-01,,4.12,,,114.0,,December 2022
BIMBO,TRADITIONAL,2023-07-01,,4.15,,,121.0,,December 2022
BIMBO,TRADITIONAL,2023-08-01,,4.32,,,124.0,,December 2022
BIMBO,TRADITIONAL,2023-09-01,,4.35,,,131.0,,December 2022
BIMBO,TRADITIONAL,2023-10-01,,4.39,,,134.0,,December 2022
BIMBO,TRADITIONAL,2023-11-01,,4.43,,,139.0,,December 2022
BIMBO,TRADITIONAL,2023-12-01,,4.5,,,145.0,,December 2022
DIANA,OT,2023-01-01,6.81,6.79,0.29,908.0,903.0,0.55,December 2022
DIANA,OT,2023-02-01,6.79,6.88,1.31,914.0,896.0,1.97,December 2022
DIANA,OT,2023-03-01,6.8,6.73,1.03,948.0,919.0,3.06,December 2022
DIANA,OT,2023-04-01,,6.59,,,942.0,,December 2022
DIANA,OT,2023-05-01,,6.74,,,941.0,,December 2022
DIANA,OT,2023-06-01,,6.6,,,939.0,,December 2022
DIANA,OT,2023-07-01,,6.77,,,922.0,,December 2022
DIANA,OT,2023-08-01,,6.77,,,919.0,,December 2022
DIANA,OT,2023-09-01,,6.34,,,930.0,,December 2022
DIANA,OT,2023-10-01,,6.77,,,952.0,,December 2022
DIANA,OT,2023-11-01,,6.84,,,937.0,,December 2022
DIANA,OT,2023-12-01,,6.69,,,936.0,,December 2022
DIANA,TRADITIONAL,2023-01-01,1.06,1.05,1.3,646.0,585.0,9.44,December 2022
DIANA,TRADITIONAL,2023-02-01,1.07,1.05,1.7,644.0,568.0,11.8,December 2022
DIANA,TRADITIONAL,2023-03-01,1.08,1.07,1.07,646.0,582.0,9.91,December 2022
DIANA,TRADITIONAL,2023-04-01,,1.07,,,595.0,,December 2022
DIANA,TRADITIONAL,2023-05-01,,1.08,,,572.0,,December 2022
DIANA,TRADITIONAL,2023-06-01,,1.09,,,557.0,,December 2022
DIANA,TRADITIONAL,2023-07-01,,1.1,,,563.0,,December 2022
DIANA,TRADITIONAL,2023-08-01,,1.13,,,542.0,,December 2022
DIANA,TRADITIONAL,2023-09-01,,1.15,,,529.0,,December 2022
DIANA,TRADITIONAL,2023-10-01,,1.15,,,552.0,,December 2022
DIANA,TRADITIONAL,2023-11-01,,1.15,,,548.0,,December 2022
DIANA,TRADITIONAL,2023-12-01,,1.16,,,559.0,,December 2022
DINANT,OT,2023-01-01,9.15,9.27,1.29,386.0,378.0,2.07,December 2022
DINANT,OT,2023-02-01,8.99,9.65,7.35,372.0,363.0,2.42,December 2022
DINANT,OT,2023-03-01,8.98,9.26,3.19,415.0,361.0,13.01,December 2022
DINANT,OT,2023-04-01,,9.22,,,351.0,,December 2022
DINANT,OT,2023-05-01,,9.17,,,339.0,,December 2022
DINANT,OT,2023-06-01,,9.13,,,336.0,,December 2022
DINANT,OT,2023-07-01,,9.0,,,321.0,,December 2022
DINANT,OT,2023-08-01,,8.92,,,332.0,,December 2022
DINANT,OT,2023-09-01,,9.05,,,332.0,,December 2022
DINANT,OT,2023-10-01,,9.49,,,339.0,,December 2022
DINANT,OT,2023-11-01,,9.0,,,343.0,,December 2022
DINANT,OT,2023-12-01,,8.8,,,325.0,,December 2022
DINANT,TRADITIONAL,2023-01-01,1.45,1.5,3.45,400.0,357.0,10.75,December 2022
DINANT,TRADITIONAL,2023-02-01,1.41,1.51,6.59,413.0,359.0,13.08,December 2022
DINANT,TRADITIONAL,2023-03-01,1.41,1.54,9.02,420.0,351.0,16.43,December 2022
DINANT,TRADITIONAL,2023-04-01,,1.58,,,360.0,,December 2022
DINANT,TRADITIONAL,2023-05-01,,1.59,,,350.0,,December 2022
DINANT,TRADITIONAL,2023-06-01,,1.65,,,354.0,,December 2022
DINANT,TRADITIONAL,2023-07-01,,1.68,,,356.0,,December 2022
DINANT,TRADITIONAL,2023-08-01,,1.71,,,359.0,,December 2022
DINANT,TRADITIONAL,2023-09-01,,1.77,,,353.0,,December 2022
DINANT,TRADITIONAL,2023-10-01,,1.83,,,370.0,,December 2022
DINANT,TRADITIONAL,2023-11-01,,1.86,,,369.0,,December 2022
DINANT,TRADITIONAL,2023-12-01,,1.92,,,372.0,,December 2022
KELLOGGS,OT,2023-01-01,13.97,13.22,5.4,688.0,602.0,12.5,December 2022
KELLOGGS,OT,2023-02-01,13.1,12.49,4.65,628.0,573.0,8.76,December 2022
KELLOGGS,OT,2023-03-01,14.38,13.33,7.28,604.0,568.0,5.96,December 2022
KELLOGGS,OT,2023-04-01,,14.07,,,555.0,,December 2022
KELLOGGS,OT,2023-05-01,,13.76,,,554.0,,December 2022
KELLOGGS,OT,2023-06-01,,14.2,,,546.0,,December 2022
KELLOGGS,OT,2023-07-01,,14.38,,,535.0,,December 2022
KELLOGGS,OT,2023-08-01,,14.2,,,525.0,,December 2022
KELLOGGS,OT,2023-09-01,,14.21,,,501.0,,December 2022
KELLOGGS,OT,2023-10-01,,14.71,,,540.0,,December 2022
KELLOGGS,OT,2023-11-01,,15.05,,,548.0,,December 2022
KELLOGGS,OT,2023-12-01,,15.96,,,552.0,,December 2022
KELLOGGS,TRADITIONAL,2023-01-01,6.69,6.16,7.87,48.0,47.0,2.08,December 2022
KELLOGGS,TRADITIONAL,2023-02-01,6.02,6.34,5.32,49.0,47.0,4.08,December 2022
KELLOGGS,TRADITIONAL,2023-03-01,6.29,6.06,3.64,48.0,45.0,6.25,December 2022
KELLOGGS,TRADITIONAL,2023-04-01,,6.08,,,48.0,,December 2022
KELLOGGS,TRADITIONAL,2023-05-01,,6.24,,,47.0,,December 2022
KELLOGGS,TRADITIONAL,2023-06-01,,6.17,,,46.0,,December 2022
KELLOGGS,TRADITIONAL,2023-07-01,,6.1,,,46.0,,December 2022
KELLOGGS,TRADITIONAL,2023-08-01,,6.02,,,46.0,,December 2022
KELLOGGS,TRADITIONAL,2023-09-01,,6.2,,,46.0,,December 2022
KELLOGGS,TRADITIONAL,2023-10-01,,5.95,,,48.0,,December 2022
KELLOGGS,TRADITIONAL,2023-11-01,,5.95,,,47.0,,December 2022
KELLOGGS,TRADITIONAL,2023-12-01,,5.88,,,47.0,,December 2022
OTHERS,OT,2023-01-01,13.26,14.33,8.05,1661.0,1544.0,7.04,December 2022
OTHERS,OT,2023-02-01,12.88,14.49,12.44,1573.0,1537.0,2.29,December 2022
OTHERS,OT,2023-03-01,12.9,14.67,13.72,1552.0,1537.0,0.97,December 2022
OTHERS,OT,2023-04-01,,14.59,,,1558.0,,December 2022
OTHERS,OT,2023-05-01,,14.46,,,1586.0,,December 2022
OTHERS,OT,2023-06-01,,14.6,,,1622.0,,December 2022
OTHERS,OT,2023-07-01,,14.38,,,1616.0,,December 2022
OTHERS,OT,2023-08-01,,14.62,,,1610.0,,December 2022
OTHERS,OT,2023-09-01,,14.94,,,1603.0,,December 2022
OTHERS,OT,2023-10-01,,14.98,,,1657.0,,December 2022
OTHERS,OT,2023-11-01,,14.71,,,1715.0,,December 2022
OTHERS,OT,2023-12-01,,14.64,,,1705.0,,December 2022
OTHERS,TRADITIONAL,2023-01-01,1.05,1.1,4.07,296.0,269.0,9.12,December 2022
OTHERS,TRADITIONAL,2023-02-01,1.05,1.13,7.7,315.0,253.0,19.68,December 2022
OTHERS,TRADITIONAL,2023-03-01,1.09,1.15,5.64,331.0,261.0,21.15,December 2022
OTHERS,TRADITIONAL,2023-04-01,,1.21,,,254.0,,December 2022
OTHERS,TRADITIONAL,2023-05-01,,1.24,,,237.0,,December 2022
OTHERS,TRADITIONAL,2023-06-01,,1.3,,,234.0,,December 2022
OTHERS,TRADITIONAL,2023-07-01,,1.35,,,230.0,,December 2022
OTHERS,TRADITIONAL,2023-08-01,,1.38,,,218.0,,December 2022
OTHERS,TRADITIONAL,2023-09-01,,1.45,,,221.0,,December 2022
OTHERS,TRADITIONAL,2023-10-01,,1.48,,,216.0,,December 2022
OTHERS,TRADITIONAL,2023-11-01,,1.49,,,212.0,,December 2022
OTHERS,TRADITIONAL,2023-12-01,,1.56,,,209.0,,December 2022
PEPSICO,OT,2023-01-01,10.07,10.23,1.61,2305.0,2409.0,4.51,December 2022
PEPSICO,OT,2023-02-01,9.62,9.9,2.89,2247.0,2377.0,5.79,December 2022
PEPSICO,OT,2023-03-01,10.0,10.03,0.36,2261.0,2355.0,4.16,December 2022
PEPSICO,OT,2023-04-01,,10.09,,,2381.0,,December 2022
PEPSICO,OT,2023-05-01,,10.06,,,2331.0,,December 2022
PEPSICO,OT,2023-06-01,,10.09,,,2370.0,,December 2022
PEPSICO,OT,2023-07-01,,10.23,,,2362.0,,December 2022
PEPSICO,OT,2023-08-01,,10.11,,,2400.0,,December 2022
PEPSICO,OT,2023-09-01,,10.14,,,2349.0,,December 2022
PEPSICO,OT,2023-10-01,,10.13,,,2492.0,,December 2022
PEPSICO,OT,2023-11-01,,10.02,,,2440.0,,December 2022
PEPSICO,OT,2023-12-01,,10.24,,,2466.0,,December 2022
PEPSICO,TRADITIONAL,2023-01-01,1.89,1.91,1.13,1612.0,1477.0,8.37,December 2022
PEPSICO,TRADITIONAL,2023-02-01,1.88,1.96,4.3,1623.0,1476.0,9.06,December 2022
PEPSICO,TRADITIONAL,2023-03-01,1.91,1.98,3.74,1636.0,1493.0,8.74,December 2022
PEPSICO,TRADITIONAL,2023-04-01,,2.04,,,1528.0,,December 2022
PEPSICO,TRADITIONAL,2023-05-01,,2.09,,,1503.0,,December 2022
PEPSICO,TRADITIONAL,2023-06-01,,2.14,,,1477.0,,December 2022
PEPSICO,TRADITIONAL,2023-07-01,,2.2,,,1471.0,,December 2022
PEPSICO,TRADITIONAL,2023-08-01,,2.27,,,1458.0,,December 2022
PEPSICO,TRADITIONAL,2023-09-01,,2.35,,,1443.0,,December 2022
PEPSICO,TRADITIONAL,2023-10-01,,2.41,,,1527.0,,December 2022
PEPSICO,TRADITIONAL,2023-11-01,,2.46,,,1524.0,,December 2022
PEPSICO,TRADITIONAL,2023-12-01,,2.57,,,1575.0,,December 2022
SEÑORIAL,OT,2023-01-01,6.52,6.43,1.42,931.0,861.0,7.52,December 2022
SEÑORIAL,OT,2023-02-01,6.98,6.69,4.16,918.0,837.0,8.82,December 2022
SEÑORIAL,OT,2023-03-01,7.34,6.55,10.72,858.0,842.0,1.86,December 2022
SEÑORIAL,OT,2023-04-01,,6.68,,,832.0,,December 2022
SEÑORIAL,OT,2023-05-01,,6.9,,,806.0,,December 2022
SEÑORIAL,OT,2023-06-01,,6.86,,,812.0,,December 2022
SEÑORIAL,OT,2023-07-01,,6.99,,,804.0,,December 2022
SEÑORIAL,OT,2023-08-01,,7.14,,,802.0,,December 2022
SEÑORIAL,OT,2023-09-01,,7.64,,,808.0,,December 2022
SEÑORIAL,OT,2023-10-01,,7.74,,,823.0,,December 2022
SEÑORIAL,OT,2023-11-01,,7.34,,,834.0,,December 2022
SEÑORIAL,OT,2023-12-01,,6.86,,,893.0,,December 2022
SEÑORIAL,TRADITIONAL,2023-01-01,1.01,1.01,0.41,633.0,582.0,8.06,December 2022
SEÑORIAL,TRADITIONAL,2023-02-01,1.02,1.01,0.45,649.0,548.0,15.56,December 2022
SEÑORIAL,TRADITIONAL,2023-03-01,1.03,1.01,2.24,655.0,559.0,14.66,December 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,1.01,,,576.0,,December 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,1.01,,,559.0,,December 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,1.02,,,560.0,,December 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,1.01,,,565.0,,December 2022
SEÑORIAL,TRADITIONAL,2023-08-01,,1.01,,,571.0,,December 2022
SEÑORIAL,TRADITIONAL,2023-09-01,,1.02,,,578.0,,December 2022
SEÑORIAL,TRADITIONAL,2023-10-01,,1.02,,,589.0,,December 2022
SEÑORIAL,TRADITIONAL,2023-11-01,,1.02,,,572.0,,December 2022
SEÑORIAL,TRADITIONAL,2023-12-01,,1.02,,,581.0,,December 2022
BIMBO,OT,2023-02-01,10.95,11.8,7.81,384.0,381.0,0.78,January 2023
BIMBO,OT,2023-03-01,9.83,11.76,19.62,397.0,420.0,5.79,January 2023
BIMBO,OT,2023-04-01,,12.1,,,411.0,,January 2023
BIMBO,OT,2023-05-01,,11.32,,,440.0,,January 2023
BIMBO,OT,2023-06-01,,10.59,,,451.0,,January 2023
BIMBO,OT,2023-07-01,,10.44,,,451.0,,January 2023
BIMBO,OT,2023-08-01,,10.98,,,457.0,,January 2023
BIMBO,OT,2023-09-01,,11.64,,,458.0,,January 2023
BIMBO,OT,2023-10-01,,11.85,,,473.0,,January 2023
BIMBO,OT,2023-11-01,,11.79,,,441.0,,January 2023
BIMBO,OT,2023-12-01,,11.67,,,457.0,,January 2023
BIMBO,OT,2024-01-01,,12.07,,,467.0,,January 2023
BIMBO,TRADITIONAL,2023-02-01,4.18,4.19,0.11,100.0,104.0,4.0,January 2023
BIMBO,TRADITIONAL,2023-03-01,4.36,4.25,2.68,105.0,105.0,0.0,January 2023
BIMBO,TRADITIONAL,2023-04-01,,4.22,,,109.0,,January 2023
BIMBO,TRADITIONAL,2023-05-01,,4.26,,,110.0,,January 2023
BIMBO,TRADITIONAL,2023-06-01,,4.36,,,114.0,,January 2023
BIMBO,TRADITIONAL,2023-07-01,,4.43,,,118.0,,January 2023
BIMBO,TRADITIONAL,2023-08-01,,4.62,,,120.0,,January 2023
BIMBO,TRADITIONAL,2023-09-01,,4.67,,,125.0,,January 2023
BIMBO,TRADITIONAL,2023-10-01,,4.71,,,126.0,,January 2023
BIMBO,TRADITIONAL,2023-11-01,,4.79,,,132.0,,January 2023
BIMBO,TRADITIONAL,2023-12-01,,4.84,,,136.0,,January 2023
BIMBO,TRADITIONAL,2024-01-01,,4.77,,,137.0,,January 2023
DIANA,OT,2023-02-01,6.79,6.89,1.49,914.0,914.0,0.0,January 2023
DIANA,OT,2023-03-01,6.8,6.74,0.86,948.0,948.0,0.0,January 2023
DIANA,OT,2023-04-01,,6.6,,,981.0,,January 2023
DIANA,OT,2023-05-01,,6.75,,,987.0,,January 2023
DIANA,OT,2023-06-01,,6.61,,,992.0,,January 2023
DIANA,OT,2023-07-01,,6.78,,,981.0,,January 2023
DIANA,OT,2023-08-01,,6.78,,,983.0,,January 2023
DIANA,OT,2023-09-01,,6.35,,,997.0,,January 2023
DIANA,OT,2023-10-01,,6.78,,,1023.0,,January 2023
DIANA,OT,2023-11-01,,6.85,,,1006.0,,January 2023
DIANA,OT,2023-12-01,,6.71,,,1002.0,,January 2023
DIANA,OT,2024-01-01,,6.83,,,981.0,,January 2023
DIANA,TRADITIONAL,2023-02-01,1.07,1.07,0.49,644.0,633.0,1.71,January 2023
DIANA,TRADITIONAL,2023-03-01,1.08,1.09,1.0,646.0,632.0,2.17,January 2023
DIANA,TRADITIONAL,2023-04-01,,1.09,,,637.0,,January 2023
DIANA,TRADITIONAL,2023-05-01,,1.1,,,624.0,,January 2023
DIANA,TRADITIONAL,2023-06-01,,1.11,,,617.0,,January 2023
DIANA,TRADITIONAL,2023-07-01,,1.12,,,624.0,,January 2023
DIANA,TRADITIONAL,2023-08-01,,1.14,,,613.0,,January 2023
DIANA,TRADITIONAL,2023-09-01,,1.16,,,612.0,,January 2023
DIANA,TRADITIONAL,2023-10-01,,1.16,,,638.0,,January 2023
DIANA,TRADITIONAL,2023-11-01,,1.17,,,640.0,,January 2023
DIANA,TRADITIONAL,2023-12-01,,1.17,,,643.0,,January 2023
DIANA,TRADITIONAL,2024-01-01,,1.18,,,644.0,,January 2023
DINANT,OT,2023-02-01,8.99,9.54,6.11,372.0,370.0,0.54,January 2023
DINANT,OT,2023-03-01,8.98,9.16,2.0,415.0,369.0,11.08,January 2023
DINANT,OT,2023-04-01,,9.11,,,360.0,,January 2023
DINANT,OT,2023-05-01,,9.07,,,349.0,,January 2023
DINANT,OT,2023-06-01,,9.02,,,346.0,,January 2023
DINANT,OT,2023-07-01,,8.9,,,332.0,,January 2023
DINANT,OT,2023-08-01,,8.82,,,345.0,,January 2023
DINANT,OT,2023-09-01,,8.94,,,346.0,,January 2023
DINANT,OT,2023-10-01,,9.38,,,355.0,,January 2023
DINANT,OT,2023-11-01,,8.9,,,360.0,,January 2023
DINANT,OT,2023-12-01,,8.7,,,342.0,,January 2023
DINANT,OT,2024-01-01,,9.13,,,320.0,,January 2023
DINANT,TRADITIONAL,2023-02-01,1.41,1.43,1.35,413.0,403.0,2.42,January 2023
DINANT,TRADITIONAL,2023-03-01,1.41,1.44,1.98,420.0,394.0,6.19,January 2023
DINANT,TRADITIONAL,2023-04-01,,1.46,,,404.0,,January 2023
DINANT,TRADITIONAL,2023-05-01,,1.44,,,392.0,,January 2023
DINANT,TRADITIONAL,2023-06-01,,1.47,,,397.0,,January 2023
DINANT,TRADITIONAL,2023-07-01,,1.48,,,399.0,,January 2023
DINANT,TRADITIONAL,2023-08-01,,1.48,,,403.0,,January 2023
DINANT,TRADITIONAL,2023-09-01,,1.52,,,396.0,,January 2023
DINANT,TRADITIONAL,2023-10-01,,1.54,,,415.0,,January 2023
DINANT,TRADITIONAL,2023-11-01,,1.55,,,414.0,,January 2023
DINANT,TRADITIONAL,2023-12-01,,1.58,,,417.0,,January 2023
DINANT,TRADITIONAL,2024-01-01,,1.57,,,431.0,,January 2023
KELLOGGS,OT,2023-02-01,13.1,12.68,3.14,628.0,660.0,5.1,January 2023
KELLOGGS,OT,2023-03-01,14.38,13.6,5.42,604.0,666.0,10.26,January 2023
KELLOGGS,OT,2023-04-01,,14.17,,,662.0,,January 2023
KELLOGGS,OT,2023-05-01,,14.04,,,669.0,,January 2023
KELLOGGS,OT,2023-06-01,,14.28,,,668.0,,January 2023
KELLOGGS,OT,2023-07-01,,14.48,,,662.0,,January 2023
KELLOGGS,OT,2023-08-01,,14.04,,,656.0,,January 2023
KELLOGGS,OT,2023-09-01,,14.14,,,629.0,,January 2023
KELLOGGS,OT,2023-10-01,,14.73,,,681.0,,January 2023
KELLOGGS,OT,2023-11-01,,15.28,,,696.0,,January 2023
KELLOGGS,OT,2023-12-01,,16.09,,,706.0,,January 2023
KELLOGGS,OT,2024-01-01,,14.92,,,693.0,,January 2023
KELLOGGS,TRADITIONAL,2023-02-01,6.02,6.69,11.13,49.0,49.0,0.0,January 2023
KELLOGGS,TRADITIONAL,2023-03-01,6.29,6.39,1.67,48.0,47.0,2.08,January 2023
KELLOGGS,TRADITIONAL,2023-04-01,,6.41,,,49.0,,January 2023
KELLOGGS,TRADITIONAL,2023-05-01,,6.58,,,48.0,,January 2023
KELLOGGS,TRADITIONAL,2023-06-01,,6.51,,,48.0,,January 2023
KELLOGGS,TRADITIONAL,2023-07-01,,6.44,,,47.0,,January 2023
KELLOGGS,TRADITIONAL,2023-08-01,,6.35,,,48.0,,January 2023
KELLOGGS,TRADITIONAL,2023-09-01,,6.54,,,48.0,,January 2023
KELLOGGS,TRADITIONAL,2023-10-01,,6.28,,,49.0,,January 2023
KELLOGGS,TRADITIONAL,2023-11-01,,6.28,,,49.0,,January 2023
KELLOGGS,TRADITIONAL,2023-12-01,,6.2,,,49.0,,January 2023
KELLOGGS,TRADITIONAL,2024-01-01,,6.68,,,50.0,,January 2023
OTHERS,OT,2023-02-01,12.88,13.67,6.12,1573.0,1436.0,8.71,January 2023
OTHERS,OT,2023-03-01,12.9,13.85,7.33,1552.0,1503.0,3.16,January 2023
OTHERS,OT,2023-04-01,,13.77,,,1519.0,,January 2023
OTHERS,OT,2023-05-01,,13.65,,,1531.0,,January 2023
OTHERS,OT,2023-06-01,,13.78,,,1540.0,,January 2023
OTHERS,OT,2023-07-01,,13.57,,,1518.0,,January 2023
OTHERS,OT,2023-08-01,,13.79,,,1503.0,,January 2023
OTHERS,OT,2023-09-01,,14.1,,,1478.0,,January 2023
OTHERS,OT,2023-10-01,,14.13,,,1525.0,,January 2023
OTHERS,OT,2023-11-01,,13.88,,,1557.0,,January 2023
OTHERS,OT,2023-12-01,,13.82,,,1584.0,,January 2023
OTHERS,OT,2024-01-01,,13.74,,,1500.0,,January 2023
OTHERS,TRADITIONAL,2023-02-01,1.05,1.11,5.39,315.0,290.0,7.94,January 2023
OTHERS,TRADITIONAL,2023-03-01,1.09,1.13,4.04,331.0,287.0,13.29,January 2023
OTHERS,TRADITIONAL,2023-04-01,,1.17,,,283.0,,January 2023
OTHERS,TRADITIONAL,2023-05-01,,1.2,,,274.0,,January 2023
OTHERS,TRADITIONAL,2023-06-01,,1.24,,,274.0,,January 2023
OTHERS,TRADITIONAL,2023-07-01,,1.27,,,273.0,,January 2023
OTHERS,TRADITIONAL,2023-08-01,,1.3,,,267.0,,January 2023
OTHERS,TRADITIONAL,2023-09-01,,1.35,,,270.0,,January 2023
OTHERS,TRADITIONAL,2023-10-01,,1.36,,,270.0,,January 2023
OTHERS,TRADITIONAL,2023-11-01,,1.39,,,269.0,,January 2023
OTHERS,TRADITIONAL,2023-12-01,,1.43,,,267.0,,January 2023
OTHERS,TRADITIONAL,2024-01-01,,1.43,,,274.0,,January 2023
PEPSICO,OT,2023-02-01,9.62,9.76,1.4,2247.0,2250.0,0.13,January 2023
PEPSICO,OT,2023-03-01,10.0,9.89,1.09,2261.0,2233.0,1.24,January 2023
PEPSICO,OT,2023-04-01,,9.95,,,2201.0,,January 2023
PEPSICO,OT,2023-05-01,,9.92,,,2188.0,,January 2023
PEPSICO,OT,2023-06-01,,9.94,,,2219.0,,January 2023
PEPSICO,OT,2023-07-01,,10.08,,,2231.0,,January 2023
PEPSICO,OT,2023-08-01,,9.96,,,2265.0,,January 2023
PEPSICO,OT,2023-09-01,,10.0,,,2242.0,,January 2023
PEPSICO,OT,2023-10-01,,9.98,,,2332.0,,January 2023
PEPSICO,OT,2023-11-01,,9.87,,,2299.0,,January 2023
PEPSICO,OT,2023-12-01,,10.09,,,2240.0,,January 2023
PEPSICO,OT,2024-01-01,,10.23,,,2232.0,,January 2023
PEPSICO,TRADITIONAL,2023-02-01,1.88,1.94,3.19,1623.0,1604.0,1.17,January 2023
PEPSICO,TRADITIONAL,2023-03-01,1.91,1.95,2.39,1636.0,1584.0,3.18,January 2023
PEPSICO,TRADITIONAL,2023-04-01,,2.01,,,1584.0,,January 2023
PEPSICO,TRADITIONAL,2023-05-01,,2.05,,,1576.0,,January 2023
PEPSICO,TRADITIONAL,2023-06-01,,2.1,,,1570.0,,January 2023
PEPSICO,TRADITIONAL,2023-07-01,,2.15,,,1571.0,,January 2023
